RECORD RETRIEVAL DATE,DOT NUMBER,DBA NAME,LEGAL NAME,ALLOWED TO OPERATE,CARRIER OPERATION CODE,CARRIER OPERATION DESCRIPTION,CENSUS TYPE,CENSUS TYPE DESCRIPTION,CENSUS TYPE ID,IS PASSENGER CARRIER?,MCS150 OUTDATED?,OOS DATE,PHY STREET,PHY CITY,PHY STATE,PHY ZIP,PHY COUNTRY,REVIEW DATE,REVIEW TYPE,STATUS CODE,TOTAL DRIVERS,TOTAL POWER UNITS
2024-09-07,2048045,BRINDERSON,BRINDERSON LP,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,18841 S BROADWICK ST,RANCHO DOMINGUEZ,CA,90220,US,,,A,5,29
2024-09-07,2053879,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2054432,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2057947,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2066771,A AND B EXPRESS,GOARCHI INC,Y,A,Interstate,C,CARRIER,1,N,N,,20125 KENDALL DR,SAN BERNARDINO,CA,92407,US,2024-01-18,N,A,31,27
2024-09-07,2067501,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2069423,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2071213,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2080019,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2083025,SERVICE BROS TRANSPORT,MRS GROUP INC,Y,A,Interstate,C,CARRIER,1,N,N,,305 S 9TH AVE,CITY OF INDUSTRY,CA,91746,US,2023-07-14,N,A,24,29
2024-09-07,2096742,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2116417,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2119544,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2123717,LKQ,LKQ LAKENOR AUTO AND TRUCK SALVAGE INC,Y,A,Interstate,C,CARRIER,1,N,N,,10950 S NORWALK  BLVD,SANTA FE SPRINGS,CA,90670,US,,,A,39,43
2024-09-07,212605,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2127703,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2129045,JITC INC,JUST IN TIME CARGO INC,Y,A,Interstate,C,CARRIER,1,N,N,,3525 HYLAND AVE # 100,COSTA MESA,CA,92626,US,2023-06-23,N,A,315,193
2024-09-07,2137871,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2141826,HARBOR DIVISION,ABSOLUTE WEST CORP,Y,A,Interstate,C,CARRIER,1,N,N,,2201 S SANTA FE AVE,COMPTON,CA,90221-5300,US,2022-09-14,N,A,30,30
2024-09-07,2149637,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2151884,PREMIER MEAT COMPANY,WAYNE PROVISION COMPANY,Y,A,Interstate,C,CARRIER,1,N,N,,5030 GIFFORD AVE,VERNON,CA,90058,US,2024-03-26,N,A,30,30
2024-09-07,2156896,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2156927,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2159336,DESTINATION SHUTTLE SERVICES,DESTINATION SHUTTLE SERVICES LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,6150 W 96TH STREET,LOS ANGELES,CA,90045,US,,,A,97,34
2024-09-07,2162612,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,216875,WM,WASTE MANAGEMENT COLLECTION & RECYCLING INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,17700 INDIAN STREET,MORENO VALLEY,CA,92551,US,,,A,539,479
2024-09-07,216910,WM,G I INDUSTRIES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,195 W  LOS ANGELES AVENUE,SIMI VALLEY,CA,93065,US,,,A,159,158
2024-09-07,217194,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,217407,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,217582,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2178221,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2183122,VELOCITY TRUCK RENTAL & LEASING,FLEET LOGIC LLC,Y,A,Interstate,C,CARRIER,1,N,N,,15724 VALLEY BLVD,FONTANA,CA,92335,US,,,A,1,644
2024-09-07,2184736,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2185107,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,219043,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2192644,TRANSPORTATION CONCEPTS,PARKING CONCEPTS INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,12 MAUCHLY BUILDING I,IRVINE,CA,92618,US,,,A,79,86
2024-09-07,2208517,DISPATCH TRANSPORTATION,COMMODITY TRUCKING ACQUISITION LLC,Y,A,Interstate,C,CARRIER,1,N,N,,14085 MAGNOLIA AV,CHINO,CA,91710,US,2023-09-07,N,A,97,123
2024-09-07,222407,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2247094,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2250538,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2255207,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2260256,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2269281,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2280856,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2281375,WEST COAST PRIME MEATS,WEST COAST PRIME MEATS LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,344 CLIFFWOOD PARK,BREA,CA,92821,US,,,A,37,35
2024-09-07,2286475,STARTON TRUCKING,GLOBAL FREIGHT SERVICES INC,Y,A,Interstate,C,CARRIER,1,N,N,,19130 SAN JOSE AVE,ROWLAND HEIGHTS,CA,91748,US,2022-10-04,N,A,60,60
2024-09-07,2286573,TOSHIBA BUSINESS SOLUTIONS,TOSHIBA AMERICA BUSINESS SOLUTIONS,Y,A,Interstate,C,CARRIER,1,N,N,,25530 COMMERCENTRE DR,LAKE FOREST,CA,92630,US,,,A,74,57
2024-09-07,2288757,MCCOY'S TANK LINES ON TIME WET HOSING,BIO D & LG INC,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,11749 WICKS ST,SUN VALLEY,CA,91352,US,,,A,7,4
2024-09-07,2291679,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,230226,GOLD COAST TOURS,HOT DOGGER TOURS INC,Y,A,Interstate,C,CARRIER,1,Y,N,,105 GEMINI AVENUE,BREA,CA,92821,US,2022-03-21,C,A,70,42
2024-09-07,2313530,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2318998,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2327937,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2335454,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2338592,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2341248,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2344239,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2346100,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2349743,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2357248,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2361583,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2366832,LOS ALTOS FOODS,CORALIN LLC,Y,A,Interstate,C,CARRIER,1,N,N,,450 BALDWIN PARK BLVD,CITY OF INDUSTRY,CA,91746,US,,,A,28,28
2024-09-07,2371655,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2374229,PRESTIGE,PRESTIGE TRANSPORTATION INC,Y,A,Interstate,C,CARRIER,1,N,N,,8606 HEMLOCK AVENUE,FONTANA,CA,92335,US,2023-06-22,C,A,42,42
2024-09-07,2376402,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2376846,SUNRISE PRODUCE,LOEWY ENTERPRISE,Y,A,Interstate,C,CARRIER,1,N,N,,500 BURNING TREE RD,FULLERTON,CA,92833,US,2023-08-31,N,A,70,77
2024-09-07,2378893,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,238055,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2387259,ROAD AND BRIDGE GENERAL CONTRACTOR,PETERSON CHASE GENERAL ENGINEERING CONSTRUCTION INC,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,16351 CONSTRUCTION CIRCLE WEST,IRVINE,CA,92606,US,2017-11-08,N,A,55,57
2024-09-07,2388141,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2390237,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2396543,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2400195,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2402067,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2408861,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2411603,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2414425,VITCO FOOD SERVICE,VITCO DISTRIBUTORS INC,Y,A,Interstate,C,CARRIER,1,N,N,,715 E CALIFORNIA ST,ONTARIO,CA,91761,US,2024-06-13,N,A,65,67
2024-09-07,2414845,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2415193,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2417797,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2428313,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2431887,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2436144,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2437359,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2437733,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,244010,WP TANK LINES,R F WHITE CO INC,Y,A,Interstate,C,CARRIER,1,N,N,,1401 EAST ARROW HIGHWAY,UPLAND,CA,91786-4915,US,2020-10-07,N,A,54,35
2024-09-07,2452288,ACORN PAPER PRODUCTS,OAK PAPER PRODUCTS CO INC,Y,A,Interstate,C,CARRIER,1,N,N,,3686 E OLYMPIC BLVD,LOS ANGELES,CA,90023,US,,,A,25,29
2024-09-07,245718,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2458141,GREAT SCOTT TREE CARE INC,GREAT SCOTT TREE SERVICE,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,10761 COURT AVE,STANTON,CA,90680,US,,,A,98,97
2024-09-07,2461971,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2464616,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2466369,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2478338,PREMIER FUEL DELIVERY SERVICE,PREMIER FUEL DISTRIBUTORS INC,Y,A,Interstate,C,CARRIER,1,N,N,,156 E LA CADENA DR,RIVERSIDE,CA,92507,US,2024-04-23,N,A,77,45
2024-09-07,2478816,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2481658,SUPPOSE U DRIVE TRUCK RENTAL & LEASING,SUPPOSE U DRIVE INC,Y,A,Interstate,C,CARRIER,1,N,N,,1010 EAST HOLT BOULEVARD,ONTARIO,CA,91761,US,,,A,13,361
2024-09-07,2483381,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2486976,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2495633,ALVAND,ALVAND TRANSPORTATION CORP,Y,A,Interstate,C,CARRIER,1,Y,N,,11057 PENROSE STREET,SUNVALLEY,CA,91352,US,2024-03-13,N,A,42,33
2024-09-07,2498273,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2511090,JUNCTION COLLABORATIVE TRANSPORTS,JUNCTION VENTURES LLC,Y,A,Interstate,C,CARRIER,1,N,N,,100 W VICTORIA ST,LONG BEACH,CA,90805,US,2023-02-27,N,A,148,101
2024-09-07,2515079,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2521437,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2521856,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2522398,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2524342,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2526196,STATEWIDE SAFETY SYSTEMS INC,STATEWIDE TRAFFIC SAFETY AND SIGNS INC,Y,A,Interstate,C,CARRIER,1,N,N,,2722 S FAIRVIEW AVENUE,SANTA ANA,CA,92704,US,,,A,146,146
2024-09-07,2527771,CARGO EXPRESS FREIGHT,CARGO EXPRESS FREIGHT TRANSPORTATION INC,Y,A,Interstate,C,CARRIER,1,N,N,,2209 W ARROW ROUTE,UPLAND,CA,91786,US,2023-08-03,N,A,25,28
2024-09-07,2533185,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2541280,NONE,HARBOR PRIDE LOGISTICS,Y,A,Interstate,C,CARRIER,1,N,N,,65 PINE AVE SUITE 808,LONG BEACH,CA,90802,US,2022-06-07,N,A,30,30
2024-09-07,2550342,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2550732,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2558709,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,256299,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2564325,MBS EQUIPMENT COMPANY,MBS PRODUCTION SERVICES LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1600 ROSECRANS AVE,MANHATTAN BEACH,CA,90266,US,,,A,40,133
2024-09-07,2564966,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2566731,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2574872,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2577714,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2577901,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2582067,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2583233,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2599577,ARIJET COMMUNICATION,ARIJET CORPORATION,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1114 MAGNOLIA AVE,ONTARIO,CA,91762,US,,,A,38,38
2024-09-07,2600514,CAPO BUILDING SPECIALTIES,THE BIG COMPANY INC,Y,A,Interstate,C,CARRIER,1,N,N,,26401 VIA DE ANZA,SAN JUAN CAPISTRANO,CA,92675,US,2020-05-06,N,A,26,26
2024-09-07,2600613,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2600839,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,260219,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2602491,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2603663,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2604962,NA,PETRELLI ELECTRIC INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,11615 DAVENPORT ROAD,AGUA DULCE,CA,91390,US,,,A,120,190
2024-09-07,2605024,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2605264,RENT IT TRUCK RENTALS,S T RENT IT INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2081 FIRST ST SUITE 200,SIMI VALLEY,CA,93065,US,,,A,8,115
2024-09-07,2606519,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2607762,SOUTHWEST SCHOOL & OFFICE SUPPLY,S W SCHOOL SUPPLY INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3790 SE FOREST CIRCLE,JURUPA VALLEY,CA,91752,US,,,A,26,26
2024-09-07,2611395,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2611455,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2611714,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2612463,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2613508,QUINN,QUINN LIFT INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,10006 ROSE HILLS RD,CITY OF INDUSTRY,CA,90601,US,,,A,52,42
2024-09-07,2613602,QUINN & MONARCH POWER SUPPLY,QUINN COMPANY,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,10006 ROSE HILLS ROAD,CITY OF INDUSTRY,CA,90601,US,,,A,364,326
2024-09-07,2613647,WEST COAST GENERAL CONTRACTORS,ANDYS PRECISION SEAL AND STRIPE INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,31936 CASTAIC ROAD,CASTAIC,CA,91384,US,,,A,28,33
2024-09-07,2614879,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2616987,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2617286,165401,AIR FAYRE CA INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1720 W 135TH ST,GARDENA,CA,90249,US,,,A,126,61
2024-09-07,2617694,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2618173,EXCEL PAVIING AND GAP EQUIPMENT,PALP INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2230 LEMON AVE,LONG BEACH,CA,90806,US,,,A,25,30
2024-09-07,2619659,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2621098,PLATINUM SEDAN AND LIMOUSINE,LIMO4ME INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,21205 S MAIN STREET,CARSON,CA,90745,US,,,A,23,33
2024-09-07,2621284,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2621680,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2621700,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2621957,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2621960,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2626562,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2630560,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2632844,NORTHWEST LANDSCAPE SERVICES SIGNATURE LANDSCAPE SERVICES,MONARCH LANDSCAPING,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,550 S HOPE STREET SUITE 1675,LOG ANGELES,CA,90071,US,,,A,280,271
2024-09-07,2636829,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2637128,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2639699,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2644501,SUN SHUTTLE & TRANSIT,FILLMORE AREA TRANSIT CORPORATION,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,359 CENTRAL AVE,FILLMORE,CA,93015,US,,,A,50,50
2024-09-07,2645233,VALLEY CENTER BLDG 6 FLEET SERVICES,DEPARTMENT OF WATER & POWER CITY OF LOS ANGELES,Y,A,Interstate,C,CARRIER,1,N,N,,111 N HOPE ST,LOS ANGELES,CA,90012,US,2022-03-23,N,A,1980,2427
2024-09-07,2645274,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2646713,N-MUSD,NEWPORT MESA UNIFIED SCHOOL DISTRICT,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2985 BEAR ST BLD D,COSTA MESA,CA,92626,US,,,A,58,65
2024-09-07,2646824,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2647441,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2649059,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2649662,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2650074,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2650419,A & A CONCRETE SUPPLY,A & A READY MIXED CONCRETE INC,Y,A,Interstate,C,CARRIER,1,N,N,,4621 TELLER AVE #130,NEWPORT BEACH,CA,92660,US,2022-08-04,N,A,185,180
2024-09-07,2651025,ARYA ICE CREAM,ARYA ICE CREAM DIST CO INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,914 EAST 31ST STREET,LOS ANGELES,CA,90011,US,,,A,33,32
2024-09-07,2651952,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2652179,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2653315,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2653572,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654094,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654133,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654279,PDQ RENTALS,PDQ ENTERPRISES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,10826 SHOEMAKER AVE,SANTA FE SPRINGS,CA,90670-4531,US,,,A,29,188
2024-09-07,2654324,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654325,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654500,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654660,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2654873,MEDICO HEALTHCARE LINEN SERVICE MEDICO,AMERICAN TEXTILE MAINTENANCE COMPANY,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1667 W WASHINGTON BLVD,LOS ANGELES,CA,90007,US,,,A,125,139
2024-09-07,2655879,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2656539,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2657441,SOTO FOOD SERVICE,SOTO PROVISION INC,Y,A,Interstate,C,CARRIER,1,N,N,,488 PARRIOT PLACE,CITY OF INDUSTRY,CA,91745,US,2023-01-24,N,A,24,28
2024-09-07,2657534,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2658294,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2659064,SIGNATURE PARTY RENTALS,TAMME INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3100 S SUSAN ST,SANTA ANA,CA,92704,US,,,A,42,34
2024-09-07,2659107,TUMBLEWEED TRANSPORTATION,TUMBLEWEED EDUCATIONAL ENTERPRISES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,2720 COMPTON AVENUE,LOS ANGELES,CA,90011,US,,,A,148,171
2024-09-07,2659932,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2660020,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2660523,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2660911,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2661707,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2662228,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2662292,ACTION AIR CONDITIONING & HEATING,ACCURATE COMFORT SYSTEMS INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,130 BOSSTICK BLVD,SAN MARCOS,CA,92069,US,,,A,77,71
2024-09-07,2662795,M R DRILLING,J & H DRILLING CO INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,13124 FIRESTONE BLVD,SANTA FE SPRINGS,CA,90670,US,,,A,12,27
2024-09-07,2662870,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2663427,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2663459,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2663736,ANHEUSER-BUSCH SALES POMONA,ANHEUSER-BUSCH WHOLESALE DEVELOPMENT CORP,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2800 S RESERVOIR ST,POMONA,CA,91766,US,,,A,60,97
2024-09-07,2664243,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2664325,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2666127,HUNTINGTON BEACH UNION HIGH SCHOOL DISTRICT,HUNTINGTON BEACH UNION HIGH SCHOOL DISTR,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,7180 YORKTOWN AVE,HUNTINGTON BEACH,CA,92648,US,,,A,51,53
2024-09-07,2666467,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2666684,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2667081,MIKE DIAMOND PLUMBING GEORGE BRAZIL PLUMBING,PHACE MANAGEMENT SERVICES LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3801 LENAWEE AVENUE,CULVER CITY,CA,90232,US,,,A,58,58
2024-09-07,2668075,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2669302,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2669540,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2670347,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2670492,INDIVIDUAL FOODSERVICE,PERRIN BERNARD SUPOWITZ LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,5496 LINDBERGH LN,BELL,CA,90201,US,,,A,116,115
2024-09-07,2670640,THE ALMANSOR EDUCATIONAL CENTER,INSTITUTE FOR THE REDESIGN OF LEARNING,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1955 FREMONT AVE,SOUTH PASADENA,CA,91030,US,,,A,38,37
2024-09-07,2670922,YAAMAVA RESORT & CASINO AT SAN MANUEL,SAN MANUEL BAND OF MISSION INDIANS,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,777 SAN MANUEL BLVD,HIGHLAND,CA,92346,US,,,A,94,48
2024-09-07,2671030,GTRANS,CITY OF GARDENA,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,13999 S WESTERN AVE,GARDENA,CA,90249,US,,,A,113,59
2024-09-07,2672147,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2672614,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2672874,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2673483,H U S D,HEMET UNIFIED SCHOOL DISTRICT,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1791 W ACACIA AVE,HEMET,CA,92545,US,,,A,204,331
2024-09-07,2673527,,,N,,,,,,,,,,,,,,,,,,
